polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name,backbone_name_text,sidechain_name_text,paper_id,confidence_text,paper_name,paper_key_display,paper_id_display,polymer_name_norm,confidence_text_norm,backbone_smiles_text,parse_source,parse_confidence,sidechain_smiles_list_text,sidechain_parse_source,sidechain_cleaned_name,sidechain_parse_success,sidechain_smiles_text,repeat_unit_smiles_full,backbone_smiles,sidechain_smiles_list,source_priority,image_candidate_smiles,matching_decision,candidate_score,match_mode,confidence,final_confidence,decision_note,needs_manual_review
c14c10dppt-tt,DPPT-TT,C14C10 branched alkyl,branched alkyl,C14C10,"solubility, packing control",OFET,electronic,≈1 µm,,53 kg mol−1,149 kg mol−1,2.8,1.38 ± 0.21 cm2 V−1 s−1,,,,,,,,,3.5 Å,25.1 Å,annealed at 200 °C for 1 h,dropcast,,,,BGTC OFET; time-of-flight,face-on orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended,dppt-tt,c14c10branchedalkyl,422,,,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,422,c14c10dppt-tt,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,methyl-4-methyl-0-branchedalkyl,False,,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,,[],image_pool,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,image_pool_match,3.42,paper_only,medium,0.7,image candidate selected; image_pool_match,0
c6c10dppt-tt:c14c10dppt-tt (7:3),DPPT-TT,C6C10 and C14C10 branched alkyl,branched alkyl,C6C10:C14C10 (7:3),mimic morphology,OFET,electronic,≈1 µm,,,,,1.5–2.7 cm2 V−1 s−1,,,,,,,,,3.6 Å,22.5 Å,annealed at 150 °C for 20 min,dropcast,,,,BGTC OFET; time-of-flight,82% edge-on,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended,dppt-tt,c6c10andc14c10branchedalkyl,422,,,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,422,c6c10dppt-tt:c14c10dppt-tt (7:3),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,hexylmethyl-0-andmethyl-4-methyl-0-branchedalkyl,False,,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,,[],image_pool,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,image_pool_match,3.42,paper_only,medium,0.7,image candidate selected; image_pool_match,0
rcp,DPPT-TT,C6C10/C14C10 branched alkyl (random copolymer),branched alkyl,C6C10:C14C10 (70:30 mol%),minimise phase separation,OFET,electronic,,,,,,,,,,,,,,,3.6 Å,21.8 Å,annealed at 200 °C for 1 h,spin-coated,,,,BGTC OFET,nearly exclusive edge-on packing motif,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended,dppt-tt,c6c10c14c10branchedalkylrandomcopolymer,422,,,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,422,rcp,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,hexylmethyl-0-methyl-4-methyl-0-branchedalkylrandomcopolymer-yl,False,,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,,[],image_pool,*C(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(C(C)(C)c6ccccc6)cc5s4)s3)N(CCCC(*)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,image_pool_match,3.42,paper_only,medium,0.7,image candidate selected; image_pool_match,0
d-dppn,diketopyrrolopyrrole core flanked by naphthalene,n-decyl,alkyl,C10,solution processibility and packing control,OFET,electronic,,,,,,0.019 cm2 V1 s1,,,,,,,,crystalline,,15.80 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",,top-gate/bottom-contact,continuous crystalline domains,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended,diketopyrrolopyrrole core flanked by naphthalene,n-c10,426,,,426_c8nj01453a.txt,426,d-dppn,unknown,,TEXT_FALLBACK,low,['C'],ALKYL_LENGTH,n-methyl-0-yl,True,C,,,['C'],unknown,,no_image_match,,no_match,low,0.5,text-derived only; sidechain inferred; repeat missing; no_image_match,1
dd-dppn,diketopyrrolopyrrole core flanked by naphthalene,n-dodecyl,alkyl,C12,solution processibility and packing control,OFET,electronic,,,,,,0.0012 cm2 V1 s1,,,,,,,,crystalline,,25.07 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",,top-gate/bottom-contact,isolated microcrystals,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended,diketopyrrolopyrrole core flanked by naphthalene,n-doc10,426,,,426_c8nj01453a.txt,426,dd-dppn,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,n-domethyl-0-yl,False,,,,[],unknown,,no_image_match,,no_match,low,0.5,text-derived only; repeat missing; no_image_match,1
hd-dppn,diketopyrrolopyrrole core flanked by naphthalene,2-hexyldecyl,alkyl,2-hexyldecyl,solution processibility and packing control,OFET,electronic,,,,,,0.0008 cm2 V1 s1,,,,,,,,crystalline,,17.29 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",,top-gate/bottom-contact,continuous crystalline domains,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended,diketopyrrolopyrrole core flanked by naphthalene,2-c6c10,426,,,426_c8nj01453a.txt,426,hd-dppn,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-hexylmethyl-0-yl,False,,,,[],unknown,,no_image_match,,no_match,low,0.5,text-derived only; repeat missing; no_image_match,1
p1,thienoisoindigo-DPP-thiophene random copolymer,2-decyltetradecane,alkyl,2-decyltetradecane,packing control and solubility,OFET,electronic,,10 μm,52.5 kDa,,2.0,6.60 × 10−3 cm2 V−1 s−1,,,,,,,,amorphous,3.56 Å,24.54 Å,annealed at 150 °C,spin-coating,,toluene,,bottom-gate bottom-contact (BGBC),highly interconnected network of fibers,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended,thienoisoindigo-dpp-thiophene random copolymer,2-c10tetradecane,420,,,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,420,p1,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-methyl-0-tetradecane-yl,False,,CCCCCCCCCCC(C[S-])CCCCCCCCCC,,[],image_pool,CCCCCCCCCCC(C[S-])CCCCCCCCCC,image_pool_match,2.46,substring_name,medium,0.7,image candidate selected; image_pool_match,0
p2,thienoisoindigo-DPP-thiophene random copolymer,branched alkyl chain with ester functionality,alkyl (ester),2-decyltetradecyl ester,shorten π–π stacking distance,OFET,electronic,,10 μm,52.2 kDa,,2.6,9.72 × 10−3 cm2 V−1 s−1,,,,,,,,amorphous,3.51 Å,25.98 Å,annealed at 150 °C,spin-coating,,toluene,,bottom-gate bottom-contact (BGBC),extended and highly ordered aligned fibers,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended,thienoisoindigo-dpp-thiophene random copolymer,branchedalkylchainwithesterfunctionality,420,,,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,420,p2,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,branchedalkylchainwithesterfunctionality-yl,False,,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(CCCCCCCC)c7cc(-c8ccc(C)s8)sc75)C(=O)N6CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(C)s6)=C5C(=O)N4C)s3)s2)s1,,[],image_pool,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(CCCCCCCC)c7cc(-c8ccc(C)s8)sc75)C(=O)N6CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(C)s6)=C5C(=O)N4C)s3)s2)s1,image_pool_match,4.0,substring_name,medium,0.7,image candidate selected; image_pool_match,0
p3,thienoisoindigo-DPP-thiophene random copolymer,triethylene glycol (TEG),EG,triethylene glycol (TEG),packing control; improve intermolecular interactions,OFET,electronic,,10 μm,,,,2.25 × 10−2 cm2 V−1 s−1,,,,,,,,amorphous,3.51 Å,21.06 Å,annealed at 150 °C,spin-coating,,toluene,,bottom-gate bottom-contact (BGBC),highly aggregated films,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended,thienoisoindigo-dpp-thiophene random copolymer,tric2eneglycolteg,420,,,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,420,p3,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,triethylenethoxyethyllycoltethoxyethyl,False,,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(CCCCCCCC)c7cc(-c8ccc(C)s8)sc75)C(=O)N6CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(C)s6)=C5C(=O)N4C)s3)s2)s1,,[],image_pool,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(CCCCCCCC)c7cc(-c8ccc(C)s8)sc75)C(=O)N6CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(C)s6)=C5C(=O)N4C)s3)s2)s1,image_pool_match,4.0,substring_name,medium,0.7,image candidate selected; image_pool_match,0
p4,thienoisoindigo-DPP-thiophene random copolymer,siloxane terminated alkyl chain,siloxane,siloxane terminated alkyl chain,improve charge carrier mobility and ambient stability,OFET,electronic,,10 μm,28.3 kDa,,1.8,1.16 × 10−2 cm2 V−1 s−1,,,,,,,,amorphous,3.48 Å,27.05 Å,annealed at 150 °C,spin-coating,,toluene,,bottom-gate bottom-contact (BGBC),smooth surface roughness,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended,thienoisoindigo-dpp-thiophene random copolymer,siloxaneterminatedalkylchain,420,,,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,420,p4,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,siloxaneterminatedalkylchain-yl,False,,CCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCC)c3cc(Br)sc32)c2sc(Br)cc21,,[],image_pool,CCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCC)c3cc(Br)sc32)c2sc(Br)cc21,no_image_match;image_pool_match,-inf,substring_name,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
2dpp-od-teg,thiophene flanked diketopyrrolopyrrole (T-DPP-T) donor-acceptor backbone,2-octyl dodecyl (OD) and triethylene glycol (TEG) side chains,alkyl and oligo(ethylene glycol),2-octyl dodecyl (OD) and triethylene glycol (TEG),promote solubility of the polymer; enable facile ion insertion; improve crystallinity of polymer films,OECT,mixed ionic-electronic,115 nm,10 µm,,,,,,146.2 F cm−3 (Na+ insertion at −0.9 V),≈7 F cm−1 V−1 s−1,,,,,,,,0.1 m aqueous NaClO4 electrolyte,spin coating,,,0.1 m aqueous NaClO4,3-electrode electrochemical configuration with Ag/AgCl reference,smooth films,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/pdf/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,text_mining_GPT_extended,thiophene flanked diketopyrrolopyrrole (t-dpp-t) donor-acceptor backbone,2-c8doc10odandtric2eneglycoltegsidechains,461,,,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,461,2dpp-od-teg,unknown,,TEXT_FALLBACK,low,['C'],ALKYL_LENGTH,2-octyldomethyl-0-odandtriethylenethoxyethyllycoltethoxyethyl s-yl,True,C,CCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCOCCOCCOC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCCCC)CCCCCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,,['C'],image_pool,CCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCOCCOCCOC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCCCC)CCCCCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,image_pool_match,4.0,exact_name,medium,0.7,image candidate selected; sidechain inferred; image_pool_match,0
2dpp-od-teg,thiophene flanked diketopyrrolopyrrole (T-DPP-T) donor-acceptor backbone,2-octyl dodecyl (OD) and triethylene glycol (TEG) side chains,alkyl and oligo(ethylene glycol),2-octyl dodecyl (OD) and triethylene glycol (TEG),promote solubility of the polymer; enable facile ion insertion; improve crystallinity of polymer films,OECT,mixed ionic-electronic,115 nm,10 µm,,,,,,61.6 F cm−3 (ClO4− insertion at 0.9 V),≈31 F cm−1 V−1 s−1,,,,,,,,0.1 m aqueous NaClO4 electrolyte,spin coating,,,0.1 m aqueous NaClO4,3-electrode electrochemical configuration with Ag/AgCl reference,smooth films,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/pdf/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,text_mining_GPT_extended,thiophene flanked diketopyrrolopyrrole (t-dpp-t) donor-acceptor backbone,2-c8doc10odandtric2eneglycoltegsidechains,461,,,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,461,2dpp-od-teg,unknown,,TEXT_FALLBACK,low,['C'],ALKYL_LENGTH,2-octyldomethyl-0-odandtriethylenethoxyethyllycoltethoxyethyl s-yl,True,C,CCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCOCCOCCOC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCCCC)CCCCCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,,['C'],image_pool,CCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCOCCOCCOC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCCCC)CCCCCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,image_pool_match,4.0,exact_name,medium,0.7,image candidate selected; sidechain inferred; image_pool_match,0
p(g32t-t),gx2T-T repeat unit,triethylene glycol,oligoether,triethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,,32 kg mol−1,,2.5,18.7 ± 5.6 cm2 V −1 s−1,,,,,,,,,,,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),,,four-point probe and Seebeck measurement,higher degree of order,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended,gx2t-t repeat unit,tric2eneglycol,489,,,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,489,p(g32t-t),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,triethylenethoxyethyllycol-yl,False,,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,,[],image_pool,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,image_pool_match,2.86,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(g42t-t),gx2T-T repeat unit,tetraethylene glycol,oligoether,tetraethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,,24 kg mol−1,,3.3,1.7 ± 0.5 cm2 V −1 s−1,,,,,,,,,,,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),,,four-point probe and Seebeck measurement,predominant face-on orientation,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended,gx2t-t repeat unit,tetrac2eneglycol,489,,,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,489,p(g42t-t),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,tetraethylenethoxyethyllycol-yl,False,,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,,[],image_pool,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,image_pool_match,2.86,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(g62t-t),gx2T-T repeat unit,hexaethylene glycol,oligoether,hexaethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,,28 kg mol−1,,5.1,2.3 ± 0.7 cm2 V −1 s−1,,,,,,,,,,,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),,,four-point probe and Seebeck measurement,predominant face-on orientation,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended,gx2t-t repeat unit,hexac2eneglycol,489,,,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,489,p(g62t-t),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,hexaethylenethoxyethyllycol-yl,False,,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,,[],image_pool,CCCCCCCCCCOCCOc1cc(C2CC=C(CC)S2)sc1-c1sc(C)cc1OCCCCCCCCCC,image_pool_match,2.86,paper_only,medium,0.7,image candidate selected; image_pool_match,0
pflpdb,fluorene,3-pentadecylphenol (3-PDP),alkyl,C15,processability and self-assembly,OFET,electronic,,160 µm,79519 Da,,1.21316,1.076 cm2·v–1·s–1,,,,,,,,4.4 Å,51.36 Å,solvent polarity; 8 h self-assembly,spin coating,chloroform,chloroform,,Si/SiO2/PFLPDB/Ag bottom-gate OFET,macroscopically oriented fibers,,410_EPL-0010034_article.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/410_EPL-0010034_article/410_EPL-0010034_article/pdf/410_EPL-0010034_article.txt,text_mining_GPT_extended,fluorene,3-pentac10phenol3-pdp,410,,,410_EPL-0010034_article.txt,410,pflpdb,unknown,c1ccc2c(c1)Cc1ccccc1-2,OPSIN,high,[],NON_OPSIN_COMPATIBLE,3-pentamethyl-0-phenylenol-3-pdp-yl,False,,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,[],OPSIN,CB(B(C)B(C)B(C)B(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)N(C)B(C)C)B(C)B(C)B(C)B(C)B(C)N(C)B1B2N(C)B(C)N(C)B(C)N2B2N(C)B(C)N(C)B(C)N12,image_pool_match,3.7199999999999998,paper_only,high,0.9,text-derived only; image_pool_match,0
